,Birth_Country,Email,First_Name,Income,Job,Last_name,Loan_Approved,SSN
741,Macedonia,joymurphy@jones-kelly.com,Katie,281128,Psychotherapist,Martinez,TRUE,751-90-2937
742,Cameroon,ctanner@morris.biz,William,142984,Advertising account planner,Salinas,FALSE,352-12-7208
743,Lithuania,betty11@gmail.com,Harry,431095,"Chemist, analytical",Ingram,FALSE,436-50-9686
744,Samoa,juliesmith@jordan.com,Ryan,387161,"Conservator, museum/gallery",Thompson,FALSE,338-44-9621
745,Tokelau,npatterson@gmail.com,Jesse,437605,Public relations officer,Davis,FALSE,056-73-7418
746,Mauritius,todd57@gmail.com,Ashley,56034,"Therapist, sports",Bauer,TRUE,157-68-6129
747,Kyrgyz Republic,parkerkatrina@hotmail.com,Ellen,427039,Naval architect,Lewis,TRUE,540-90-5808
748,Palestinian Territory,joan51@gmail.com,Olivia,313055,"Psychologist, occupational",Vincent,FALSE,103-50-0336
749,Germany,debra02@hotmail.com,Jonathon,411054,"Nurse, children's",Calhoun,TRUE,095-05-8128
750,Singapore,griffithannette@yahoo.com,Heather,409431,"Conservator, museum/gallery",Rowe,FALSE,605-57-8788
751,Somalia,stacy77@graham-hawkins.biz,Amy,112091,"Designer, graphic",Thompson,FALSE,384-33-3768
752,Greece,morgan59@yahoo.com,Erin,189144,"Therapist, music",Blake,FALSE,762-95-3929
753,Swaziland,tiffanyfischer@mueller.com,Chase,347279,"Radiographer, therapeutic",Jones,FALSE,189-51-1643
754,Swaziland,melissa61@perez.org,Andrew,309994,"Engineer, water",Miller,TRUE,381-75-7678
755,Serbia,dwood@yahoo.com,Lisa,188177,Research scientist (physical sciences),Brown,TRUE,086-13-8417
756,United States of America,blackwellbarbara@gmail.com,Christopher,71967,Midwife,Gonzales,TRUE,117-37-1948
757,French Southern Territories,heather74@massey.com,Sheila,107567,"Programmer, applications",Moore,TRUE,087-90-5358
758,Portugal,aimeejensen@miller.com,Deborah,28431,Charity fundraiser,Marshall,FALSE,578-89-1210
759,Vietnam,gharris@larson.org,Jacqueline,258611,Retail banker,Stout,FALSE,755-04-3251
760,Estonia,jessicanolan@hotmail.com,Christopher,5964,Emergency planning/management officer,Garza,FALSE,700-71-5227
761,Belarus,travis17@yahoo.com,Nicole,147589,Writer,Becker,TRUE,400-43-7069
762,Paraguay,harveycharles@yahoo.com,Michael,439566,Barista,Martin,TRUE,590-98-0791
763,Germany,nzhang@yahoo.com,Tina,326348,Musician,Garrett,FALSE,079-06-3670
764,Tonga,barryburke@lopez.net,Anthony,361806,Insurance risk surveyor,Armstrong,FALSE,427-39-1922
765,Finland,chill@yahoo.com,Maria,345973,IT consultant,Gonzalez,TRUE,135-09-1917
766,Heard Island and McDonald Islands,johnscott@gmail.com,Jill,448114,Sports administrator,Ferrell,FALSE,716-01-6580
767,Gambia,hestrada@gmail.com,Kelly,70566,Games developer,Miller,FALSE,318-26-3965
768,Anguilla,hhughes@key-fields.com,John,181242,Intelligence analyst,Bradley,FALSE,279-10-2820
769,Dominica,justin65@gmail.com,Breanna,125938,Horticultural therapist,Hurst,TRUE,525-60-1061
770,Gambia,ijones@yahoo.com,Debbie,65792,Mudlogger,Hester,FALSE,754-42-1589
771,Sudan,vbrown@gmail.com,Ashley,348990,Geoscientist,Walker,FALSE,369-81-1896
772,Niger,seansanchez@yahoo.com,Natasha,296809,Lexicographer,Navarro,TRUE,745-10-2200
773,Mongolia,chavezchad@gmail.com,Shannon,481513,"Designer, fashion/clothing",Gutierrez,FALSE,513-77-0086
774,Eritrea,bondalbert@hotmail.com,Matthew,104513,Homeopath,Crawford,TRUE,779-74-2405
775,South Georgia and the South Sandwich Islands,hdeleon@tran.com,Lacey,10035,"Surveyor, planning and development",Taylor,TRUE,450-29-9756
776,Kuwait,melissawilliams@hayes.com,John,465653,Sports administrator,Vasquez,TRUE,731-89-3889
777,Comoros,williamsmelanie@anderson-byrd.com,Rebecca,160403,Health promotion specialist,Medina,TRUE,021-08-0659
778,Brunei Darussalam,caleb30@gmail.com,Michael,328719,"Doctor, general practice",Chambers,FALSE,332-09-7664
779,Nauru,lesliecarlson@swanson-mendoza.info,Dr.,274690,"Psychotherapist, dance movement",Jonathan,FALSE,835-45-1681
780,Poland,adkinsrachel@harris.biz,Latoya,302109,Barrister,Roman,TRUE,097-97-3533
781,Greenland,danielle06@yahoo.com,Charles,92424,"Surveyor, planning and development",Lee,TRUE,491-42-1190
782,Gambia,ckelly@chavez-martinez.com,Alexander,337498,"Engineer, petroleum",Carlson,FALSE,478-07-0202
783,Uzbekistan,daveedwards@rogers-fernandez.org,Mark,441495,Chartered loss adjuster,Green,TRUE,578-83-3912
784,Cocos (Keeling) Islands,davismatthew@rodriguez.com,Christine,398811,Tree surgeon,Salazar,TRUE,144-82-6323
785,Equatorial Guinea,pamela61@morton.info,Joseph,336666,IT trainer,Shepherd,TRUE,250-97-9703
786,Grenada,eric32@hotmail.com,Kaitlin,25376,Quantity surveyor,Smith,FALSE,522-80-9700
787,United Kingdom,dfisher@gmail.com,Mr.,142512,Audiological scientist,Neil,TRUE,365-24-4142
788,Togo,eric62@hotmail.com,Jacqueline,229260,Claims inspector/assessor,Lucas,FALSE,478-39-6845
789,Uzbekistan,steven38@taylor.info,Aaron,110965,Energy manager,Fowler,FALSE,555-99-2843
790,Marshall Islands,smithjames@zamora.net,Amber,88729,"Radiographer, therapeutic",Johnson,TRUE,750-33-7936
791,New Caledonia,amandakelley@miller.org,Norman,101504,"Programmer, systems",Richards,FALSE,860-24-3307
792,Isle of Man,jacquelinefrederick@miller.com,Pamela,71208,Financial controller,Perez,FALSE,326-31-2414
793,Algeria,amalone@brown-burton.com,Brooke,235202,Holiday representative,White,TRUE,684-65-8232
794,Netherlands Antilles,rchen@brandt.org,Judy,53598,"Geneticist, molecular",Miller,TRUE,195-40-2054
795,Canada,catherine90@hotmail.com,Michael,110330,Fine artist,Smith,FALSE,876-75-2849
796,Antarctica (the territory South of 60 deg S),benderedward@yahoo.com,Alyssa,325299,Hydrogeologist,Kim,FALSE,690-30-4161
797,Netherlands,victor32@rodriguez.biz,Gina,465786,TEFL teacher,Owens,FALSE,731-96-0761
798,American Samoa,joshua27@campbell-sanchez.biz,Jacqueline,36147,"Designer, television/film set",Good,TRUE,304-07-8325
799,Belgium,wesleydavis@crawford.net,Jason,474595,Therapeutic radiographer,Richardson,TRUE,755-29-1409
800,Falkland Islands (Malvinas),melissarichardson@gmail.com,Natalie,111520,"Therapist, horticultural",Lynn,FALSE,150-70-0263
801,Faroe Islands,nicole12@miller-newton.com,Kristopher,135156,Agricultural consultant,Young,TRUE,176-54-9072
802,Marshall Islands,johnshields@jones.com,Austin,455379,Quality manager,Edwards,FALSE,422-39-3302
803,Nigeria,cruzchelsea@gmail.com,James,109798,Electrical engineer,Kemp,FALSE,633-59-4972
804,Sudan,peterstaylor@woodward.com,Christopher,392087,Furniture designer,Pearson,FALSE,083-76-5183
805,Mauritius,april48@flores.com,Daniel,351324,"Designer, fashion/clothing",Mcdaniel,TRUE,500-60-5395
806,Vanuatu,buchananmike@turner.com,Chelsea,90033,Public affairs consultant,Gutierrez,TRUE,312-53-6022
807,Sierra Leone,bchristensen@cook.biz,Kristen,457305,Midwife,Dillon,TRUE,211-06-6380
808,Zambia,timothy88@hotmail.com,Benjamin,345947,Field seismologist,Garcia,TRUE,709-14-6994
809,Bangladesh,christopher15@newton.com,Tyler,417752,Music therapist,Davis,FALSE,800-71-5370
810,Tanzania,kayla90@hotmail.com,Michael,485935,Pension scheme manager,Clements,FALSE,741-11-2572
811,Congo,amanda28@yahoo.com,Cynthia,172483,Air traffic controller,Garrett,FALSE,427-96-3946
812,Guernsey,xsanchez@gmail.com,Linda,75865,Restaurant manager,Kennedy,TRUE,282-57-9061
813,Wallis and Futuna,kcarter@hotmail.com,Jeffrey,376894,"Engineer, broadcasting (operations)",Garcia,TRUE,358-40-7934
814,Germany,marie39@yahoo.com,Brittany,11065,Chief Technology Officer,Crawford,TRUE,268-86-6993
815,Sierra Leone,lyonssteven@howell.org,Mr.,477577,"Engineer, chemical",Bryan,FALSE,524-64-7045
816,Japan,mcculloughlauren@yahoo.com,Jennifer,25066,Chemical engineer,Padilla,TRUE,794-28-0864
817,Northern Mariana Islands,gabriel53@ellison-perry.net,Jessica,183394,Retail merchandiser,Miller,TRUE,639-05-0046
818,Burundi,paulaustin@bowers-powell.com,Mary,30788,Chartered legal executive (England and Wales),Larson,TRUE,494-73-2601
819,Cook Islands,mmoore@shah-crawford.com,Darrell,159991,"Surveyor, building control",Graves,FALSE,889-75-3227
820,Argentina,gwebster@gmail.com,Michelle,28105,Barista,Yates,TRUE,784-08-2117
821,Cameroon,monica78@williamson-gonzalez.com,Michael,144949,Ranger/warden,Shaw,FALSE,056-82-3584
822,Kazakhstan,aperez@yahoo.com,Charles,306147,Mining engineer,Figueroa,TRUE,081-37-2678
823,Isle of Man,richard97@thomas.com,Jennifer,261327,Office manager,Keller,TRUE,387-52-6010
824,Guyana,laurenrhodes@yahoo.com,Jessica,314152,Multimedia specialist,Fuller,TRUE,359-77-5574
825,Equatorial Guinea,andrea30@nelson.info,Holly,220995,Tree surgeon,Cole,FALSE,042-78-9886
826,Montserrat,paulmurphy@hotmail.com,Joseph,461192,Fitness centre manager,Rodriguez,FALSE,570-67-2083
827,Angola,petersann@gmail.com,Mitchell,84985,Sport and exercise psychologist,Hernandez,FALSE,247-51-6833
828,Cameroon,francisco30@mcgrath.com,James,471651,Academic librarian,Arias,TRUE,877-58-5969
829,Qatar,karenblack@hernandez-elliott.com,Cheryl,280615,"Teacher, early years/pre",Boyd,FALSE,525-11-4704
830,Reunion,gentrykathryn@hotmail.com,Cody,203116,Town planner,Jones,FALSE,639-05-8814
831,Antarctica (the territory South of 60 deg S),johnbaxter@gmail.com,Yvonne,471758,Data scientist,Taylor,FALSE,430-13-2462
832,Vanuatu,tylerlarson@hull.com,Alexandria,196287,Research scientist (maths),Freeman,TRUE,007-46-5603
833,Yemen,jpadilla@harris-mendez.biz,Robert,446448,"Merchandiser, retail",Scott,FALSE,137-17-9444
834,Niue,lukevaldez@gmail.com,Shelly,464179,Educational psychologist,Doyle,TRUE,363-93-8328
835,Estonia,nielsenshawn@gmail.com,Scott,377417,Health service manager,Hess,FALSE,803-92-4954
836,Montenegro,adamroberts@gmail.com,Donna,176786,Actor,Pierce,TRUE,141-51-9930
837,United Kingdom,annabrown@yahoo.com,Jeremy,392071,Toxicologist,Manning,FALSE,369-88-1247
838,Chad,yroth@hunt.info,Matthew,68339,"Conservation officer, historic buildings",Moore,FALSE,837-26-8802
839,Samoa,stevenanderson@robinson.com,Anthony,493545,Financial planner,Johnson,TRUE,814-25-0834
840,Guadeloupe,butlerjessica@kirby.biz,Mary,397417,Special educational needs teacher,Payne,FALSE,422-18-8938
841,Denmark,smithbrittany@kerr-byrd.com,Kevin,265214,Clinical biochemist,Conrad,TRUE,093-08-8812
842,Singapore,ahampton@mendoza.com,Maria,101679,Call centre manager,Wilson,FALSE,308-22-8162
843,Cape Verde,jacksonrichard@henderson-taylor.com,Cory,287505,"Geologist, wellsite",Gilbert,TRUE,432-44-2721
844,Kenya,kimberly10@love-williamson.com,David,321944,Armed forces operational officer,Webb,FALSE,132-85-9424
845,Turkey,msnyder@yahoo.com,Andrew,479896,Merchant navy officer,Davis,TRUE,655-15-3421
846,Honduras,lbrown@hotmail.com,Paul,77839,"Therapist, nutritional",Harrison,FALSE,748-93-0608
847,Liberia,figueroajacob@hernandez.com,Mason,44604,Neurosurgeon,Brown,TRUE,493-95-0648
848,Anguilla,dfleming@osborne.com,Jacqueline,67316,"Engineer, petroleum",Schmitt,TRUE,428-28-1612
849,Equatorial Guinea,cassandra78@yahoo.com,Philip,229275,Barrister,Smith,FALSE,257-37-1210
850,Senegal,vdelgado@griffith.com,Cody,104128,Secondary school teacher,Wallace,TRUE,634-60-7609
851,Guernsey,edwardstravis@hotmail.com,Cindy,36557,Community pharmacist,Smith,FALSE,011-20-4505
852,Estonia,michael15@hernandez.info,Meghan,16985,Biomedical engineer,Smith,FALSE,667-59-3940
853,Chad,llozano@smith.net,Rita,129315,Air cabin crew,Diaz,FALSE,426-11-3594
854,Lithuania,reedricardo@lester.com,Kari,313302,"Therapist, music",Rogers,FALSE,829-23-5988
855,Angola,diana71@hotmail.com,Julie,265532,Graphic designer,Mays,FALSE,630-65-5896
856,United States of America,kimberlykelly@houston-ortiz.info,Scott,368913,Art therapist,Mitchell,FALSE,641-95-4788
857,Guinea-Bissau,tyler16@gmail.com,Tami,173797,"Designer, television/film set",Baker,FALSE,221-38-1767
858,Gambia,jeremy54@yahoo.com,Melissa,184762,Museum/gallery conservator,Hudson,TRUE,294-38-7325
859,Costa Rica,brandonjenkins@lara-rodriguez.biz,Mark,218041,"Conservator, museum/gallery",Davis,TRUE,184-59-1621
860,Ireland,lynn12@yahoo.com,Travis,494338,Hotel manager,Washington,FALSE,433-80-8503
861,Ukraine,christina65@mullen.com,Andrea,223503,English as a foreign language teacher,Tucker,TRUE,078-61-6650
862,Cape Verde,teresasmith@yahoo.com,Mark,364689,Consulting civil engineer,Wilson,TRUE,205-27-2326
863,Northern Mariana Islands,nanderson@hotmail.com,Margaret,95953,"Lighting technician, broadcasting/film/video",Mayer,TRUE,055-55-7928
864,Indonesia,rodrigueznichole@gmail.com,Stephanie,290299,Clinical cytogeneticist,Thompson,TRUE,736-61-2952
865,Denmark,jamesroman@cunningham-jones.com,Caitlin,407752,Toxicologist,Nunez,FALSE,100-51-4278
866,Yemen,johnsontyrone@cole.com,Pamela,131384,Chief Strategy Officer,Rivera,FALSE,522-70-2174
867,Armenia,medinajacob@yahoo.com,Andrea,67895,"Investment banker, corporate",Boyd,TRUE,187-24-5563
868,Sao Tome and Principe,nathancarter@yahoo.com,Lauren,466211,"Administrator, local government",Saunders,TRUE,262-78-4492
869,Chad,hillvictoria@yahoo.com,Jeffrey,43469,Chartered accountant,Sanchez,FALSE,571-62-3148
870,Guyana,jjohnson@nguyen-martinez.biz,Taylor,210110,Health and safety adviser,Davis,TRUE,182-74-7546
871,Lao People's Democratic Republic,jacobsonveronica@tate.com,Joshua,173142,Agricultural engineer,Melton,FALSE,405-25-5777
872,Vietnam,lauren64@gmail.com,Kimberly,20936,"Runner, broadcasting/film/video",Hull,FALSE,272-05-1816
873,Monaco,curtis47@hotmail.com,Brandy,459032,"Optician, dispensing",Bishop,TRUE,391-56-9485
874,Malawi,seth57@cooper-ford.net,Sara,458384,Nature conservation officer,Palmer,FALSE,313-45-8076
875,Latvia,laura45@cummings.com,Tracy,221682,Cartographer,Flores,FALSE,500-71-3607
876,Paraguay,danielle04@hardy.com,Brian,236271,Media planner,Wade,FALSE,569-41-9450
877,Myanmar,susan18@hotmail.com,Brandy,143085,Health and safety inspector,Merritt,FALSE,692-43-3440
878,Mauritania,mariajones@hotmail.com,Kimberly,433186,Comptroller,Keller,TRUE,788-12-8584
879,Nigeria,mrichardson@gmail.com,April,159030,Chartered certified accountant,Salas,TRUE,018-26-6288
880,Thailand,gomezdiana@hotmail.com,Gabriela,420900,Insurance underwriter,Valenzuela,FALSE,568-37-9156
881,Saint Lucia,mckayjose@yahoo.com,Alison,40714,Applications developer,Knight,TRUE,116-76-7552
882,Namibia,rushjennifer@gmail.com,Gregory,327095,Actuary,Rose,TRUE,414-30-5209
883,Kazakhstan,calebblack@chavez.com,Kristy,223285,Television floor manager,Williams,FALSE,268-65-8176
884,Comoros,andersenheidi@chen.com,Samantha,392881,"Doctor, general practice",Herrera,TRUE,868-28-7453
885,Liberia,wyoder@yahoo.com,Michael,411288,Emergency planning/management officer,Dixon,TRUE,018-35-4343
886,Cote d'Ivoire,ryancampbell@hotmail.com,Christina,338578,Radio producer,Ellis,FALSE,542-49-9210
887,Jersey,brittanyrodriguez@stevenson-mcdonald.com,Timothy,259931,Lawyer,Harper,FALSE,793-93-1841
888,Sudan,ghunter@yahoo.com,Sarah,441264,"Teacher, adult education",Pierce,TRUE,689-03-1337
889,Swaziland,jennifer28@kemp.com,Diana,498274,Music tutor,Li,FALSE,825-26-8028
890,French Southern Territories,imejia@richardson.biz,Ricky,238905,"Conservator, museum/gallery",Lawson,FALSE,532-84-0228
891,Bahamas,urodriguez@yahoo.com,Clifford,261182,"Designer, fashion/clothing",Garrison,FALSE,154-55-8319
892,Slovenia,danielbrown@hotmail.com,Sarah,357528,Illustrator,Lewis,FALSE,851-24-4656
893,French Southern Territories,nathaniel93@coleman.com,Sara,151607,Cabin crew,Lopez,TRUE,289-54-8596
894,Denmark,amberryan@gmail.com,Shelly,307096,"Engineer, drilling",Melendez,FALSE,711-16-4457
895,Malta,jordan54@martin-shah.com,Aaron,187194,"Teacher, English as a foreign language",Neal,TRUE,044-92-0215
896,Saint Vincent and the Grenadines,marshjohn@short-curtis.biz,Zachary,37990,"Exhibitions officer, museum/gallery",Gillespie,FALSE,404-71-6926
897,Iceland,kristin34@gutierrez-hayes.info,Mr.,342158,Broadcast journalist,Marcus,TRUE,308-44-6271
898,Congo,allenamber@hotmail.com,Jennifer,354268,Cytogeneticist,Wolfe,FALSE,763-81-5593
899,Swaziland,mosleyjeanette@newton.biz,Joshua,282900,Community arts worker,Mendez,TRUE,242-04-2348
900,Micronesia,fharper@yahoo.com,Dr.,314351,Legal secretary,Jennifer,TRUE,209-31-9611
901,Georgia,tiffanyowens@schneider.com,Marissa,56571,Lexicographer,Strickland,FALSE,522-95-1610
902,Bolivia,yoconnell@yahoo.com,Edward,181509,Chief Marketing Officer,Diaz,FALSE,377-57-5250
903,Spain,uflores@yahoo.com,Robert,145346,Music tutor,White,TRUE,343-95-7980
904,Slovenia,erodriguez@yahoo.com,Emily,346433,Neurosurgeon,Briggs,FALSE,577-83-0760
905,British Virgin Islands,johnsonjessica@hotmail.com,Melissa,276307,Fish farm manager,Gutierrez,TRUE,418-93-4395
906,Turks and Caicos Islands,john98@yahoo.com,Andrew,54749,Veterinary surgeon,Melton,FALSE,853-14-4475
907,Guinea,jensenjames@parks.info,Vincent,84561,Fish farm manager,Walker,TRUE,384-79-1776
908,Liberia,garciarobert@brock.biz,Kimberly,69003,Commercial/residential surveyor,Mcconnell,TRUE,324-33-3055
909,Djibouti,thomas24@anderson-cox.com,Caitlin,50381,"Scientist, water quality",Hall,TRUE,376-35-9056
910,Moldova,moralesjames@benson.com,Joseph,175749,Estate agent,Walker,TRUE,736-43-8040
911,Bangladesh,scampbell@hardy-gutierrez.net,Pamela,312824,Event organiser,Wright,TRUE,691-95-7688
912,Senegal,davislinda@moore-peterson.com,Jennifer,319719,Biomedical engineer,Long,FALSE,515-88-5965
913,Greece,yfields@hotmail.com,Kathleen,369238,"Social research officer, government",Parker,FALSE,371-82-6891
914,Sudan,garretttammy@gmail.com,Melanie,319178,"Therapist, art",Taylor,TRUE,087-45-0249
915,Estonia,wrightsheila@hoffman-anderson.net,Timothy,83591,Art therapist,May,FALSE,602-48-1462
916,Afghanistan,orussell@hotmail.com,Allison,333465,TEFL teacher,Trevino,TRUE,640-08-7726
917,Antigua and Barbuda,ubarker@atkinson-fitzgerald.com,Jessica,276242,Newspaper journalist,Lawrence,TRUE,769-09-7069
918,Jordan,samantha95@myers.info,Dr.,355644,"Scientist, research (physical sciences)",David,FALSE,461-05-9736
919,Czech Republic,hawkinsmichelle@martin-johnson.net,Patrick,207528,Stage manager,Wagner,TRUE,196-68-6269
920,Saint Lucia,cooperdavid@yahoo.com,Patrick,268801,Software engineer,Medina,FALSE,719-85-6584
921,Palestinian Territory,westlatoya@gmail.com,Kenneth,383138,Phytotherapist,Gonzales,FALSE,461-84-7698
922,Antarctica (the territory South of 60 deg S),parkerjennifer@yahoo.com,Sarah,389919,Facilities manager,Dorsey,FALSE,217-48-3902
923,Guyana,josephlopez@wright-short.net,Corey,244253,Building control surveyor,Stark,TRUE,436-15-7223
924,Cote d'Ivoire,bensondaniel@gmail.com,Nancy,156515,Theatre stage manager,Porter,FALSE,829-79-1246
925,Micronesia,rushperry@wilson-singleton.com,Laura,235863,"Librarian, academic",Carson,TRUE,339-10-0273
926,Guam,lancebowers@gmail.com,Elizabeth,457605,"Development worker, community",Graham,FALSE,691-25-8421
927,Saint Lucia,lmorrison@gmail.com,Jeremy,128697,Immigration officer,Gardner,TRUE,067-13-2196
928,French Polynesia,teresalane@douglas.com,Robert,121759,Theatre stage manager,Yates,TRUE,063-32-6146
929,Guernsey,williamsrachel@gray.com,Robert,388428,Technical brewer,Chavez,TRUE,135-74-2531
930,Lesotho,darrencastro@avery.com,Sara,105406,"Pharmacist, community",Terry,FALSE,296-12-7388
931,Grenada,dennis22@gmail.com,Chris,430944,Holiday representative,Gomez,FALSE,172-03-5652
932,Korea,mollymcclain@williams.com,Ashley,253358,Insurance underwriter,Camacho,FALSE,323-75-0322
933,Nauru,pwilliams@hotmail.com,Eric,135925,Administrator,Jones,TRUE,208-31-6956
934,Jordan,ysanchez@byrd.com,Tracy,357733,Ecologist,Marsh,FALSE,778-38-2880
935,Faroe Islands,rachelortiz@yahoo.com,Tyler,289507,Herpetologist,Terrell,TRUE,573-37-4709
